track_id,title,artist_name,artist_location,duration,year,loudness,artist_hotttnesss,song_hotttnesss,artist_hotttnesss_band
b'TRARNAJ128F92CD7F9',Walk Away From Love,Willie Clayton,"Indianola, MS",260.51873,0,-10.646,0.37455792647989944,0.26355950970100545,Medium
b'TRARNZA128F424EC6A',Rainbow Country (Red Gold And Green Version),Bob Marley & The Wailers,,258.29832,2001,-5.308,0.570106511951141,,Medium
b'TRARNBZ128F4238CF7',Strange Things,Tanto Metro & Devonte,,158.1971,2004,-6.712,0.33672684140890796,0.0,Medium
b'TRARNZV128F930CDFB',Screamin' & Hollerin' The Blues,Alvin Youngblood Hart,"Oakland, CA",208.84853,0,-9.186,0.34843419690439803,0.3347065490692206,Medium
b'TRARNMW128F92DE2D4',Dholna Dholna,Naseebo Lal,,376.16281,0,-12.746,0.0,,Low
b'TRARGZR128F92E28D6',Parchman Farm,Hot Tuna,"San Francisco, CA",461.71383,2004,-9.989,0.40517835890761195,,Medium
b'TRARGBM128F428F65E',A Lo Clasico,Daddy Yankee,Puerto Rico,235.15383,2007,-4.13,0.562506672288816,0.48711219486346274,Medium
b'TRARGCC128F92F34B7',Zhi Xiang Ni hui Yi,Hacken Lee,,424.82893,0,-15.198,0.34197680383144013,,Medium
b'TRARGDO12903C956AA',Amaze,Jimmy Riley,,216.39791,0,-6.895,0.299705214086752,0.0,Low
b'TRARGLY128F935AAD5',Radio Rape,The Cortinas,,219.01016,1978,-7.687,0.36951156516797784,0.2884816426560289,Medium
b'TRARGTV128F4274FB6',Ain't No Game,Masta Ace Incorporated,"Brooklyn, NY",295.1571,1995,-7.687,0.3920757801423852,0.5675917250423912,Medium
b'TRARZIV128F147AADB',Cavaleiro De Aruanda,Jongo Trio,,157.72689,0,-8.151,0.20639450482725655,,Low
b'TRARZMX128F4238B5A',TELL ME WHY,George Nooks,,221.90975,0,-7.398,0.3395324203493744,,Medium
b'TRARZOS128F14A1E17',Czwarty,Energy,,310.9873,0,-5.941,0.4174057975201058,,Medium
b'TRARZFN128F42680B8',Washington Post (1998 Digital Remaster),Felix Slatkin/Concert Arts Symphonic Band,"St. Louis, MO",151.17016,0,-15.019,0.2916990799372148,,Low
b'TRARZBQ128F42649A6',No Pienses Asi,Eddie Palmieri,"New York, NY",266.50077,1973,-17.886,0.368446211679491,,Medium
b'TRARZBX12903CD70DA',Cavalleria Rusticana,William Orbit,,199.8624,2000,-21.82,0.42495308411251165,0.5040343408054411,Medium
b'TRARZKD128F425D64D',Forever,Chris Brown,"Fairfax, California",389.25016,0,-2.991,0.830356766356765,,High
b'TRARZBR128F934715D',Amor a Medias,HA-ASH,Lousiana,253.90975,2005,-5.548,0.38791159898405514,0.5763999812554107,Medium
b'TRARTEH128F423DBC1',15 Step,Radiohead,"Oxford, UK",237.21751,2007,-7.057,0.683658060202375,0.476435219642529,High
b'TRARTOQ12903CA1CA9',I Love Your Way,Kashief Lindo,,238.15791,0,-5.85,0.32981032859254966,0.0,Medium
b'TRARTBH128F93087A4',Lookin' For Me Somewhere,BoDeans,Waukesha WI,186.20036,1986,-13.845,0.4059673692017926,0.2998774882739778,Medium
b'TRARTJL128F92CB44B',Raise Your Hands,Bon Jovi,"Sayreville, NJ",311.27465,1986,-4.857,0.7188914556702095,,High
b'TRARTSZ128F427642F',Rainbow Dance,John Tchicai,"Copenhagen, Denmark",182.36036,0,-31.391,0.281396284444565,0.0,Low
b'TRARTSA128F4291550',Champagne & Reefer,Bongzilla,"Madison, Wisconsin",286.58893,2005,-4.627,0.4460715844124553,0.5367888864406624,Medium
b'TRARTCZ128F427A176',No More Doggin',Otis Spann,"Jackson, MS",180.40118,1995,-12.931,0.36868937254805195,0.42744657148843085,Medium
b'TRARTYH12903CF0056',I Need a Veggie,John Holt,"Kingston, Jamaica",228.30975,0,-9.603,0.42479123557056614,0.3231121208952123,Medium
b'TRARTGG128F424ABCD',Get Happy,Danny Wilson,"Dundee, Scotland",126.53669,0,-8.515,0.36290298564883927,0.21204540548371908,Medium
b'TRARTME12903CE0253',I'll Wait for You Dear,Al Dexter,"Jacksonville, TX",150.9873,0,-16.627,0.30760066407570574,,Medium
b'TRARTEH128F4280823',From Afar (Album Version),Van Halen,"Pasadena, CA",324.23138,1998,-9.057,0.5799889824287546,0.6853511176163042,Medium
b'TRARTDG12903CA52DF',Cry For Love,Capleton,,216.81587,0,-10.336,0.41005362267597006,0.0,Medium
b'TRARTAR128F145F235',Uncle B.S. - 1963,Tim Wilson,Georgia,100.67546,1999,-12.36,0.3499126116745628,0.0,Medium
b'TRARTHV128F429B77A',Wohär dr Wind wäiht,Kisha,,203.04934,0,-7.222,0.3499061970800659,,Medium
b'TRARTYI128F427E74C',Volumatic Spacer Device,The Chap,London,207.28118,2003,-8.337,0.457611173992295,0.4072330149011048,Medium
b'TRARTIV128F92F87F0',Putt Jhatt Da Gulabi Phull Varga,DJ Vix,London,98.76853,0,-3.423,0.34425375042218076,0.2707759989463275,Medium
b'TRARSMV128F1469CCF',Namibia,Ziggy Marley And The Melody Makers,,246.54322,0,-11.912,0.5384911275040679,0.0,Medium
b'TRARSJD128F932BAF8',Unlearn,Crematorium,,210.1024,0,-7.148,0.305093197499329,,Medium
b'TRARSAM128F4256E04',Vargbrodern Talar,Månegarm,Norrtälje,92.76036,2007,-6.769,0.41741302397052693,0.5943593657626797,Medium
b'TRARSFU12903CB2669',Sweet Lady,Ernest Ranglin / Floyd Lloyd,"Robin's Hall, Jamaica",271.77751,0,-4.909,0.4245078859561901,0.0,Medium
b'TRARSLP12903CE2AA6',Forever,Franco,"Sona-Bata, Zaire",251.61098,0,-9.387,0.45327023630649965,,Medium
b'TRARSKA128F9336A04',3,Britney Spears,"Kentwood, LA; Los Angeles, CA",465.47546,2009,-6.278,0.6072572795814319,,High
b'TRARSKS128F4272D2F',Sleuthing,Danny Elfman,"Los Angeles, California",140.87791,2002,-22.435,0.5494459610037913,0.38393468427870303,Medium
b'TRARSZV12903CDB2DE',Meet Me in the City,Junior Kimbrough,"Hudsonville, MS",190.06649,1997,-14.023,0.4271229698860146,0.6183523886236763,Medium
b'TRARSAW12903C9EDEB',Drama  (LP Version),Liquid Gang,,226.0371,0,-4.945,0.3327371975770705,0.2623089972119452,Medium
b'TRARALS128F934F7C1',Oh What A Feeling,Everly Brothers,Tennessee,125.02159,0,-15.036,0.4641565035576794,0.34580223396532944,Medium
b'TRARAKX12903CBADE2',So hell mit Klause Duo,Flowin Immo et Les Freaqz,,225.59302,2009,-7.486,0.2617301296059692,0.0,Low
b'TRARAAG128F42437FB',Concerto For Saxophone (Quartet Version): Movement IV,Philip Glass,"Baltimore, MD",231.10485,0,-14.383,0.4662243003452983,,Medium
b'TRARAZI128F427F3B4',Llama y Verás,Luis Alberto Spinetta,"Buenos Aires, Argentina",209.47546,2001,-16.079,0.4398438541325515,,Medium
b'TRARAIG128F424DDCC',Heyya Heyya,Ramy Ayach,,239.80363,0,-5.942,0.32207054698217524,,Medium
b'TRARAEU12903CB396C',Misty Valley,Frank Chacksfield & His Orchestra,,155.37587,2001,-19.61,0.3282376641531046,,Medium
b'TRARAGQ12903CB6892',Sehnsuchtsexpress,Frl.Menke,,217.20771,0,-11.016,0.31006542453762087,,Medium
b'TRARACF128F424FACF',Come Alive,Agnostic Front,"New York, NY",122.17424,2007,-5.218,0.5043077259823238,0.7046497558543723,Medium
b'TRARAIO128E0780FDE',Spitting Games,Snow Patrol,"Dundee, Scotland",229.642,2003,-14.848,0.667294595643469,,High
b'TRARANL128F1478789',Drones,Rise Against,Chicago,181.57669,2006,-3.696,0.696161109835502,,High
b'TRARAHB128F428928E',Do Your Will (Album Version),The Rance Allen Group,"Detroit, MI",337.162,0,-4.152,0.3140117898326241,0.36560316273784,Medium
b'TRARATE128F92FE56A',Check the bomb,Refractory,,358.89587,0,-5.613,0.4412980765062673,0.0,Medium
b'TRARAJS12903CAD54F',System of Play,Theodor Zox,,381.23057,0,-11.941,0.3361063415448203,0.0,Medium
b'TRARAEG128F42647B2',Trying To Get To Heaven,Bob Dylan,"Duluth, MN",320.70485,1997,-14.089,0.6333399087018368,,High
b'TRARFWJ128F9339D70',Birch,Maximilian Hecker,,370.02404,2005,-13.538,0.4356840702087019,,Medium
b'TRARFXI128F1468CE3',Same Old Thing,Albert Collins,"Leona, Texas",356.25751,1993,-11.893,0.3956083503166371,0.42744657148843085,Medium
b'TRARFQL128F931E523',Voodoo Doll,Fergie,"Hacienda Heights, CA",263.05261,0,-6.502,0.5602055463890734,0.6708272196006915,Medium
b'TRARFAV128F428B7B2',Nerio Compra Una Contestadora,Los Amigos Invisibles,Venezuela,24.34567,1998,-21.978,0.3706798339873494,,Medium
b'TRARFSI128F92C5B06',Killer (Single Version),Seal,"Paddington, London, England",257.48853,0,-7.762,0.5800131829395042,0.22154865991439518,Medium
b'TRARFSH128F92DFDED',Sunset Manifesto,Flink,,160.91383,0,-6.103,0.3569509564248949,0.0,Medium
b'TRARFKP12903CF5DF1',From My Hands,Salt The Wound,,241.162,2009,-5.056,0.44522219768945687,0.6386581337361044,Medium
b'TRARFAB128F4244BB7',Tanz,ZENFU,,130.71628,0,-4.689,0.0,,Low
b'TRARFTH128F93052CF',Coming Back For More feat. Colin Corvez,Daniel Paul,Hawaii,323.60444,0,-11.556,0.34729886666752735,,Medium
b'TRARFLF128F425B49B',Paradise In Your Eyes,Winston Reedy,,268.61669,0,-7.097,0.2899029316087479,,Low
b'TRARFAZ128F93481AD',Isku Pitkästä Ilosta,Korpiklaani,,250.8273,2009,-4.535,0.5166585807553916,0.6378288661822131,Medium
b'TRARFOC128F92ED401',The Way I Am,Eminem,"St. Joseph, MO",291.10812,2000,-3.353,0.8048304278312782,,High
b'TRARFQY12903CA07B6',One More Ride (Digitally Remastered),Johnny Cash,"Kingsland, AR",120.99873,0,-12.308,0.7352088777469941,,High
b'TRARFCT12903CD3545',Can't Help Falling In Love,Brian Dullaghan,,190.56281,0,-15.892,0.15085776244515894,,Low
b'TRAROOB128F424C74C',Drunk Driving Tip,Dezz White,,44.93016,0,-15.497,0.25802870378298154,0.0,Low
b'TRAROQC128F4273979',Que Vuelvas,Shakira,"Barranquilla, Colombia",231.75791,1998,-7.174,0.7172098545666633,,High
b'TRAROUS12903CF4F08',I'm In The Mood For Love,Roger Williams,"Omaha, NE",170.81424,0,-15.383,0.4179822750090275,,Medium
b'TRAROHB128F145CD83',Yesterdays,Gonzalo Rubalcaba,"Havana, Cuba",483.39546,0,-33.045,0.34517431863973785,0.3347065490692206,Medium
b'TRAROQL128F92F7E7D',Concertino for Bass Trombone and Trombone Choir,David Taylor,Virginia,600.11057,0,-22.54,0.29017466692780897,,Low
b'TRAROCB128EF35098A',De Tha Mai Edo,Domna Kountouri,,209.94567,0,-8.318,0.1705924994834402,0.29932044193349444,Low
b'TRAROSP128F1487270',Rachel's retribution,Anne Dudley,,280.86812,2006,-15.428,0.35199833790961566,,Medium
b'TRARODV128F1460DBC',A Goodnight's Sleep,The Starting Line,"Philadelphia, PA",264.41098,2002,-5.011,0.5363511796557352,0.6528783924763947,Medium
b'TRAROFY12903CD2618',Mui Mal_ Animal,L.A.V.I,,565.96853,0,-11.531,0.2883146802604195,,Low
b'TRAROPZ128F42A8AB2',Cup Horn,TEN MADISON,,344.68526,2006,-8.627,0.34829519678616305,0.3603705827121406,Medium
b'TRAROPS128F92F09A5',Am I That Easy To Forget,Carl Belew,"Salina, OK",140.38159,1959,-13.338,0.25749632817123713,,Low
b'TRARODD128F4225D3F',Vitamina,Sonora Carruseles,,230.00771,1999,-6.564,0.36502643774220844,0.37598430150044215,Medium
b'TRARHCB128F148D1B0',The Haunting,The Misfits,New Jersey,85.9424,1997,-5.542,0.550991009240736,0.652359289191178,Medium
b'TRARHMM128F92F2DC9',All or Nothin' Gal,Jessie Lee Miller,Texas,116.92363,2005,-7.391,0.0,0.0,Low
b'TRARHLY128F42698CA',Some Kind Of Zombie (Criscoteque Remix),Audio Adrenaline,,279.97995,1997,-5.934,0.5162343840837891,,Medium
b'TRARHKQ128F92EF0B2',A Veces Hablo De Ti,Tito Allen,,322.21995,0,-14.305,0.25113126654452694,,Low
b'TRARHFV128F92E0ECE',Old Fashioned Baby,Pee Wee Crayton,"Rockdale, TX",163.10812,0,-10.446,0.3143789082552967,0.0,Medium
b'TRARHFF128F933D378',Just Say Yes,Dickies,,152.94649,0,-9.428,0.4295471219904627,0.46048484498641545,Medium
b'TRARHXX128F93477A0',Faithkeeper_ Part 1,David & Steve Gordon,California,532.27057,0,-18.799,0.18767630092926466,0.0,Low
b'TRARHBD128F423A0EA',Children Of Love,Abijah,Jamaica,204.77342,2003,-18.818,0.30431073296378,,Medium
b'TRARMNI128F9336EF9',Afro Profondo,Daniela Dessì,Genova,178.75546,0,-9.638,0.0,,Low
b'TRARMUY12903D02555',Lihava enkeli,Murskahumppa,,163.47383,0,-8.997,0.26803783963074496,,Low
b'TRARMLZ128F9330684',Killing Me Softly With His Song,CoCo Lee,,310.54322,0,-8.933,0.2193695749122827,,Low
b'TRARMPI12903CCE6BD',Girl You Need My Love,Doniki,,256.20853,0,-17.266,0.24978596880634465,,Low
b'TRARMZO128F93362A2',Love Theme (The Falling In Love),Burt Bacharach,,98.32444,0,-17.806,0.4707902495273688,,Medium
b'TRARMUZ128F14AA0EA',Roller Derby,Leon Russell,"Lawton, OK",145.55383,0,-12.824,0.443708895002134,0.48456252996792964,Medium
b'TRARMYQ128F149F18A',Are You Ever Gonna Love Me?,Jimmy Wayne,,232.64608,0,-6.349,0.4990183984153171,,Medium
b'TRARMHD12903D02A2A',Turn Up The Bass,Fast Eddie featuring Kool Rock,,271.3073,0,-8.902,0.4254545800644876,,Medium
b'TRARMYZ128F426150A',So deep,Ann Lee,United States,380.08118,2000,-7.804,0.34573486616354654,,Medium
b'TRARMRJ128F92EBD5C',Collecting Dust,Life Long Tragedy,,204.9824,2008,-6.024,0.38080208884980415,0.7123840496888014,Medium
b'TRARMPK128F9302164',You Had Me From Hello (Lullaby Rendition of Kenny Chesney),Hushabye Baby,,223.45098,0,-18.798,0.365514003262653,,Medium
b'TRARMWA128F424147D',Nothing's Clear (Album Version),Ill Nino,Nueva Jersey (Estados Unidos),202.13506,0,-3.778,0.5831470220911679,0.23365501848515918,Medium
b'TRARMFD128F4231386',You Must Do Your Best Tonight / I Represent/Animal Crackers,The Marx Brothers,"New York City, New York",116.37506,0,-14.639,0.37565282400247096,0.0,Medium
b'TRARMDJ128F931F980',French Suite: A Paris Thing,William Goldstein,,276.50567,0,-28.215,0.27094070676741144,,Low
b'TRARMRC128F424317A',Oh Scat Mix Up,Tim Exile,,78.21016,2006,-3.716,0.3018470948111364,0.4697124313189556,Medium
b'TRARMUI128F147162F',The Modern World,The Jam,"Woking, Surrey, England",150.59546,1977,-8.812,0.547746274612012,,Medium
b'TRARMHA128F92E7D32',I'm Not A Loser,Descendents,"Los Angeles, CA",89.23383,1982,-8.867,0.4765593789777819,,Medium
b'TRARMIK128F4270A74',De Paris Un Caballero,Barbarito Diez,,157.962,0,-7.807,0.2663430816204065,,Low
b'TRARJMX128F149BE14',T-Ball and Indian Guides (LP Version),Bill Engvall,"Galveston, TX",482.21995,1998,-11.689,0.4515707707543305,0.21508031850922793,Medium
b'TRARJVW128F14937AB',La Rue Du Babouin,Françoise Hardy - Maurane,,194.24608,0,-16.904,0.37384533473395093,0.5241823720475215,Medium
b'TRARJEM128F92E444D',Big Bounce,David Arkenstone,Tennessee,272.97914,2009,-12.958,0.43094204343555065,0.3277366831778408,Medium
b'TRARJPL128F931C7D2',Summer Summer,The Almost,"Salt Lake City, UT",240.79628,2009,-5.353,0.5815058026864642,0.6366359710042119,Medium
b'TRARJKN128F92F6CF8',Bubblin' (Anita Demo),Camp Lo,"New York, NY [Bronx]",222.40608,0,-11.502,0.46119480649396544,0.0,Medium
b'TRARJEK128F930B3AA',Couldn't Stand The Weather,Stevie Ray Vaughan And Double Trouble,"Dallas, TX",281.05098,1985,-9.882,0.544257505724526,,Medium
b'TRARJLC128F9323715',In Style,David Johansen,"Staten Island, NY",247.97995,1979,-7.436,0.3121908871896026,0.0,Medium
b'TRARJGM12903CF5DAC',Closin' Moes,Jeff Massanari Trio,,253.85751,0,-9.924,0.0,0.21508031850922793,Low
b'TRARCMH12903CB8E8B',Portobello Lass,Harry Lauder,"Portobello, Scotland",177.6322,0,-22.55,0.2273875691203391,,Low
b'TRARCAU128F9337F05',Trumansburg Whistle,Gershon Kingsley,,180.08771,1969,-11.826,0.33560726423970144,0.41375242159798564,Medium
b'TRARCNN12903CD5262',Reuben James,Kenny Rogers,"Houston, TX",167.00036,1993,-14.406,0.625428356113374,,High
b'TRARCZH12903CF7D2F',Rock Steady,Bad Company,England,229.58975,1974,-8.064,0.48210001892032256,0.641020289645939,Medium
b'TRARCJT128F9316BA9',Sporable,Winifred Phillips,,141.19138,2009,-15.835,0.3278075487299604,,Medium
b'TRARCNT12903CC4767',The Waiting,Zombina & The Skeletones,,145.3971,2006,-6.264,0.40948425265569705,0.47405483093120077,Medium
b'TRARCSJ12903CA71D8',Grey Skies Turn Blue,MxPx,"Bremerton, WA",183.97995,2004,-3.861,0.5376756280636735,0.6455430232748545,Medium
b'TRARDHN128F4243072',Wraparound Shades (Album),Zumpano,"Vancouver, BC, Canada",228.46649,1995,-8.394,0.39635775416309527,0.41693446369707027,Medium
b'TRARDOK128F9300AB5',The Earth Isn't Humming,Thrice,"Orange, CA",349.80526,2008,-9.454,0.5199654792867565,0.8056913867449513,Medium
b'TRARDRG128F931766E',Champion (World),Davol,Colorado,264.09751,0,-15.991,0.3449688462152366,0.0,Medium
b'TRARDCR12903CE6FBE',Heart Breakin' Blues,Cannon's Jug Stompers,,186.64444,0,-14.897,0.33880017612266716,,Medium
b'TRARDJY128F14750EA',Year Zero,30 Seconds To Mars,"Los Angeles, CA",472.39791,2002,-6.736,0.6770875467122787,0.816897459555498,High
b'TRARDRX128F9325812',Satisfaction,Who Made Who,,265.32526,2004,-6.145,0.4636080771270053,0.5409358772543155,Medium
b'TRARDFD12903CECB2C',I Can't Help Myself,Tyrone Davis,"Greenville, MS",277.41995,0,-9.998,0.3932151037866921,0.0,Medium
b'TRARDUI12903CBF6B6',Autofokus,K.I.Z.,,231.18322,2005,-4.547,0.49678301475504805,,Medium
b'TRARDSS12903D0C029',Tango Andorra,Aimable,,180.45342,0,-15.966,0.28775299340534927,,Low
b'TRARDLO128F42A0469',King Jesus Is My Captain,Birmingham Jubilee Singers,,183.27465,0,-18.697,0.0,,Low
b'TRARDSC128F148B688',I've Grown Accustomed To His Face I've Grown Accustomed To His Face,Shelby Flint,"North Hollywood, CA",121.25995,0,-15.276,0.36287081729544357,,Medium
b'TRARDNE128F1472357',Profound Sound (Take Two Album Version),Ill Harmonics,,59.03628,0,-8.343,0.3568352205100787,,Medium
b'TRARVMO128F427DF04',She's My Mary,Lonnie Johnson,"New Orleans, LA",199.44444,0,-13.987,0.4048271165593455,,Medium
b'TRARVVB128F4264CEB',Livin' In a Strain,Alvin Youngblood Hart,"Oakland, CA",231.10485,0,-14.039,0.34843419690439803,0.5033812362063191,Medium
b'TRARVSQ12903CA6A4B',The Little White Cloud That Cried,The Knightsbridge Strings,,132.44036,0,-9.923,0.0,,Low
b'TRARVXR128F4236397',Amor que terminó,Los Solitarios,,179.56526,0,-11.163,0.29911257953883963,0.0,Low
b'TRARVQK128F932BFA0',Tell Me What I Want to Hear,The Dils,,141.84444,0,-7.198,0.3367449856975357,0.30416950343527516,Medium
b'TRARVEY128F9300AC3',Red Sky,Thrice,"Orange, CA",313.7824,2005,-9.425,0.5199654792867565,,Medium
b'TRARVJE128F93127EF',Symphony No. 7 in A Major_ Op. 92: I. Poco sostenuto - Vivace,Herbert von Karajan and Turin RAI Symphony Orchestra,"Salzburg, Austria",770.35057,0,-18.427,0.4641524390532526,,Medium
b'TRARVSP128F4250FD6',Above The Rainbow,Flora Purim,"Rio de Janeiro, Brazil",208.03873,1994,-16.444,0.34054407953708243,0.26586104921065007,Medium
b'TRARVTN12903CF4724',Strike While the Iron is Hot,Kenny Neal,"New Orleans, LA",180.61016,0,-14.422,0.3830103278372053,,Medium
b'TRARVCC128F930733D',Shouther to Shouther (Shoulder to Shoulder),Harry Lauder,"Portobello, Scotland",224.62649,0,-23.214,0.2273875691203391,,Low
b'TRARVMJ128F146A77E',Prem,Joi,Georgia,425.16853,0,-5.36,0.36087146537460557,0.49985969060686597,Medium
b'TRARVDX128F424A397',Suicide,Aceyalone,,170.1873,2007,-4.149,0.4586970132531035,0.21508031850922793,Medium
b'TRARVZG128F1497359',Caribou Lou,Tech N9ne,"BAKERSFIELD, California",274.85995,2006,-6.696,0.49607134662408603,0.706000516796879,Medium
b'TRARQWJ128F92E9CCA',Day Or Night [Live Album Version],Little Feat,"Los Angeles, CA",330.73587,0,-8.163,0.4791874922357341,0.30416950343527516,Medium
b'TRARQSR128F933A1BF',El Vino Triste,Los Auténticos Decadentes,,210.02404,1991,-9.737,0.4078215648614953,0.3347065490692206,Medium
b'TRARQSD128F427E2AA',Wishlist,Pearl Jam,"Seattle, WA",235.25832,1998,-9.407,0.6079718095629023,,High
b'TRARQFD128F422F447',Santa Barbara,Chaka Demus & Pliers,Kingston,251.97669,0,-7.378,0.3999677576589234,0.25849644658727194,Medium
b'TRARQBS128F4262E62',Playboy,Teena Marie,"Santa Monica, CA",323.18649,1983,-12.256,0.44393019272579715,,Medium
b'TRARQPW128F92EE8B8',Jugglin' Clown,Christian Quast,,485.14567,0,-15.252,0.25116592509237207,0.0,Low
b'TRARQBT128F4275C63',Things i say,Wilks,,220.36853,0,-7.91,0.08016693866425,,Low
b'TRARQGY128F425E599',Groovitation (Album Version),Deodato,,371.33016,0,-16.532,0.4141964814069906,0.37598430150044215,Medium
b'TRARXRL128F4278709',Christmas All The Time (Acoustic),Tom Cochrane,"Lynn Lake, Manitoba, Canada",204.14649,0,-11.938,0.3717867334568803,0.0,Medium
b'TRARXVP12903CF39FE',Role Model,Steel Pulse,"Birmingham, England",262.47791,1997,-6.53,0.5029746364184818,0.319565986882865,Medium
b'TRARXXW128F4294FE1',Virtuosite Musette,Edouard Duleu,,130.06322,0,-8.031,0.2574968040610274,,Low
b'TRARXIQ128F9354D9C',Since The Last Time,ARRESTED DEVELOPMENT,"Atlanta, GA",218.06975,2006,-6.25,0.4154416558236922,0.6090439426773437,Medium
b'TRARXAN12903CBF286',Michelle (LP Version),Bela Fleck And The Flecktones,,309.91628,0,-15.806,0.27236462632552966,,Low
b'TRARXRH128F428927C',We´ve Only Just Begun,Bitty McLean,Hawaii,246.46485,0,-11.313,0.3871137653888301,,Medium
